"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
0 0.26107682100169 2 8 "GO:0005319" "lipid transporter activity" 1
0 0.506738822698876 2 23 "GO:0005328;GO:0005326" "neurotransmitter:sodium symporter activity" 1
0 0.845455426652337 3 6 "GO:0005330;GO:0008504" "monoamine transmembrane transporter activity" 1
0 0.0988640804654576 3 15 "GO:0005332;GO:0005283;GO:0015185;GO:0140161;GO:0005416;GO:0015355" "monocarboxylate:sodium symporter activity" 0.886538461538462
0 0.624613063084297 2 5 "GO:0005338" "nucleotide-sugar transmembrane transporter activity" 1
0 0.112853655990749 4 24 "GO:0005343;GO:0008028" "organic acid:sodium symporter activity" 0.904
0 0.00258549818236796 5 13 "GO:0005355;GO:0015149;GO:0015145;GO:0051119" "hexose transmembrane transporter activity" 0.193589743589744
0 0.823489641641531 3 8 "GO:0005375" "copper ion transmembrane transporter activity" 1
0 0.350832492838789 3 21 "GO:0005385" "zinc ion transmembrane transporter activity" 1
0 0.00741086137519411 2 10 "GO:0005388" "calcium transmembrane transporter activity, phosphorylative mechanism" 0.341228070175439
0 0.289685053455134 4 5 "GO:0005391;GO:0008554" "sodium:potassium-exchanging ATPase activity" 1
0 0.00318495210169993 3 6 "GO:0005415;GO:0005337" "nucleoside transmembrane transporter activity" 0.201136363636364
0 0.248420321896202 2 26 "GO:0005432;GO:0015368;GO:0015491" "cation:cation antiporter activity" 1
0 0.00471376776340128 2 6 "GO:0005452" "inorganic anion exchanger activity" 0.269791666666667
0 0.395176283873553 -1 104 "GO:0005489" "obsolete electron transporter activity" 1
0 0.6304125380356 2 11 "GO:0005496" "steroid binding" 1
0 0.241212598336134 6 45 "GO:0005506" "iron ion binding" 1
0 0.139443663317832 6 46 "GO:0005507" "copper ion binding" 0.9398
0 0.583350876312356 2 729 "GO:0005509" "calcium ion binding" 1
0 0.00420894030466422 2 995 "GO:0005515" "protein binding" 0.24468085106383
0 0.604398853557353 5 318 "GO:0005525;GO:0032550;GO:0032561;GO:0001883;GO:0032549;GO:0019001;GO:0001882" "GTP binding" 1
0 0.180558647704995 3 18 "GO:0005528;GO:0005527" "macrolide binding" 0.962585034013605
0 0.271309780334433 3 12 "GO:0005543" "phospholipid binding" 1
0 0.30398699198757 4 5 "GO:0005544" "calcium-dependent phospholipid binding" 1
0 0.169741776613434 3 8 "GO:0008061" "chitin binding" 0.967142857142857
0 0.257341003753797 3 41 "GO:0008066" "glutamate receptor activity" 1
0 0.0141259439569726 -1 49 "GO:0008067" "obsolete metabotropic glutamate, GABA-B-like receptor activity" 0.436875
0 0.166311207431513 -1 9 "GO:0008075" "obsolete receptor guanylate cyclase activity" 0.964801444043321
0 0.644679176985273 2 50 "GO:0008080;GO:0016410" "N-acyltransferase activity" 1
0 0.0682240425215135 2 60 "GO:0008081" "phosphoric diester hydrolase activity" 0.79156976744186
0 0.0407478536033731 3 40 "GO:0008083;GO:0048018;GO:0030546;GO:0030545" "signaling receptor activator activity" 0.630935251798561
0 0.0873751354702081 5 6 "GO:0008113" "peptide-methionine (S)-S-oxide reductase activity" 0.862564102564103
0 0.608166095307621 3 9 "GO:0008121;GO:0016681;GO:0016679" "oxidoreductase activity, acting on diphenols and related substances as donors" 1
0 0.123797458691098 3 7 "GO:0008131" "primary amine oxidase activity" 0.92991452991453
0 0.0335054501622846 2 20 "GO:0008134;GO:0140297" "transcription factor binding" 0.613636363636364
0 0.135831284215763 2 97 "GO:0008135;GO:0090079" "translation factor activity, RNA binding" 0.942857142857143
0 0.480848847151373 3 36 "GO:0008138" "protein tyrosine/serine/threonine phosphatase activity" 1
0 0.0786075161866981 4 5 "GO:0008140" "cAMP response element binding protein binding" 0.828763440860215
0 0.0752427527953356 2 30 "GO:0008144" "drug binding" 0.820165745856353
0 0.377842750715177 3 62 "GO:0008146;GO:0016782" "transferase activity, transferring sulfur-containing groups" 1
0 0.00503434212380249 4 14 "GO:0008158" "hedgehog receptor activity" 0.276
0 0.0670767501630112 2 58 "GO:0008170" "N-methyltransferase activity" 0.788011695906433
0 0.625581816071475 4 23 "GO:0008171" "O-methyltransferase activity" 1
0 0.56509861000192 4 23 "GO:0008172" "S-methyltransferase activity" 1
0 0.217376360780386 3 30 "GO:0008173" "RNA methyltransferase activity" 0.980487804878049
0 0.0768956244191616 2 13 "GO:0008174" "mRNA methyltransferase activity" 0.823097826086956
0 0.29489135108419 2 11 "GO:0008175;GO:0003880;GO:0016205;GO:0051995;GO:0016273;GO:0016274;GO:0016300;GO:0016423;GO:0016426;GO:0016427;GO:0018423;GO:0018707;GO:0019702;GO:0030792" "tRNA methyltransferase activity" 1
0 0.263456412188351 4 11 "GO:0008188;GO:0008528;GO:0001653" "G protein-coupled peptide receptor activity" 1
0 0.0451174233503307 5 5 "GO:0008192" "RNA guanylyltransferase activity" 0.658503401360544
0 0.349544061165949 3 149 "GO:0008194" "UDP-glycosyltransferase activity" 1
0 0.0426182837595629 2 6 "GO:0008195" "phosphatidate phosphatase activity" 0.643356643356643
0 0.214068045847136 2 7 "GO:0008227" "G protein-coupled amine receptor activity" 0.987577639751553
0 0.185141252716697 2 576 "GO:0008233" "peptidase activity" 0.961166666666667
0 0.485898551692976 2 27 "GO:0008235" "metalloexopeptidase activity" 1
0 0.248067451472742 2 102 "GO:0008236;GO:0017171" "serine-type peptidase activity" 1
0 0.37040776949888 4 205 "GO:0008237" "metallopeptidase activity" 1
0 0.395291019402212 2 45 "GO:0008238" "exopeptidase activity" 1
0 0.45340306558251 5 5 "GO:0008240;GO:0016806" "tripeptidyl-peptidase activity" 1
0 0.475662948462195 2 18 "GO:0008252" "nucleotidase activity" 1
0 0.55518877396441 2 5 "GO:0008253;GO:0017175" "5'-nucleotidase activity" 1
0 0.556657046590203 3 833 "GO:0008270;GO:0046914" "transition metal ion binding" 1
0 0.93154792162967 3 16 "GO:0008273;GO:0022821" "calcium, potassium:sodium antiporter activity" 1
0 0.251709503816464 2 25 "GO:0008289" "lipid binding" 1
0 0.0407388985310265 3 12 "GO:0008318" "protein prenyltransferase activity" 0.635507246376812
0 0.0529373477999408 3 177 "GO:0008320;GO:0022884;GO:0140318;GO:1904680;GO:0042887;GO:0008094;GO:0008186;GO:0015462;GO:0015440;GO:0140359;GO:0033220;GO:0015616;GO:0017116;GO:0003678;GO:0042624" "amide transmembrane transporter activity" 0.716451612903226
0 0.14197210000179 4 16 "GO:0008330;GO:0008579;GO:0016312;GO:0017161;GO:0046030;GO:0019178;GO:0030351;GO:0052827;GO:0030352;GO:0052743;GO:0042576" "inositol bisphosphate phosphatase activity" 0.944466403162055
0 0.298412462493531 2 6 "GO:0008336" "gamma-butyrobetaine dioxygenase activity" 1
0 0.205088210412743 5 7 "GO:0008353" "RNA polymerase II CTD heptapeptide repeat kinase activity" 0.999514563106796
0 0.15068050703583 3 57 "GO:0008374" "O-acyltransferase activity" 0.950380228136882
0 0.104886031541267 2 84 "GO:0008375" "acetylglucosaminyltransferase activity" 0.895348837209302
0 0.155645036287097 4 55 "GO:0008376" "acetylgalactosaminyltransferase activity" 0.952238805970149
0 0.778973212884234 4 63 "GO:0008378;GO:0035250" "galactosyltransferase activity" 1
0 0.06170520045475 4 35 "GO:0008408" "3'-5' exonuclease activity" 0.754191616766467
0 0.00355864345695796 3 8 "GO:0008412;GO:0002094" "polyprenyltransferase activity" 0.217777777777778
0 0.211231571383587 4 51 "GO:0008417" "fucosyltransferase activity" 0.99620253164557
0 0.141495980025351 3 12 "GO:0008425;GO:0030580" "2-polyprenyl-6-methoxy-1,4-benzoquinone methyltransferase activity" 0.94484126984127
0 0.245512746290424 4 7 "GO:0008453" "alanine-glyoxylate transaminase activity" 1
0 0.164293557731955 3 7 "GO:0008454;GO:0047253" "alpha-1,3-mannosylglycoprotein 4-beta-N-acetylglucosaminyltransferase activity" 0.964
0 0.0127886570202423 2 9 "GO:0008460" "dTDP-glucose 4,6-dehydratase activity" 0.431333333333333
0 0.0899309385304192 5 7 "GO:0008466" "glycogenin glucosyltransferase activity" 0.866919191919192
0 0.216693654836286 2 9 "GO:0008470" "isovaleryl-CoA dehydrogenase activity" 0.983742331288344
0 0.374479640229977 3 35 "GO:0008483" "transaminase activity" 1
0 0.0158393075305595 2 26 "GO:0008484" "sulfuric ester hydrolase activity" 0.451149425287356
0 0.691888963714103 2 19 "GO:0008499;GO:0048531" "beta-1,3-galactosyltransferase activity" 1
0 0.802229456245261 2 8 "GO:0008502" "melatonin receptor activity" 1
0 0.0245591951019728 4 409 "GO:0008509" "anion transmembrane transporter activity" 0.566336633663366
0 0.158425378378323 4 14 "GO:0008511;GO:0009674;GO:0015379" "potassium:sodium symporter activity" 0.960966542750929
0 0.210753814481252 5 52 "GO:0008514" "organic anion transmembrane transporter activity" 1
0 0.488102955438052 2 11 "GO:0008517;GO:0015232" "folic acid transmembrane transporter activity" 1
0 0.187324302172928 6 6 "GO:0008519" "ammonium transmembrane transporter activity" 0.962086092715232
0 0.484664056192472 2 8 "GO:0008523" "sodium-dependent multivitamin transmembrane transporter activity" 1
0 0.757256530302287 -1 53 "GO:0008533" "obsolete astacin activity" 1
0 0.0406266321478328 -1 21 "GO:0008547" "obsolete protein-synthesizing GTPase activity" 0.638686131386861
0 0.000757648213385661 3 5 "GO:0008553" "proton-exporting ATPase activity, phosphorylative mechanism" 0.0980769230769231
0 0.0704667204190956 3 7 "GO:0008556" "potassium transmembrane transporter activity, phosphorylative mechanism" 0.788202247191011
0 0.112365199420027 -1 47 "GO:0008565" "obsolete protein transporter activity" 0.905803571428571
0 0.080547236479297 -1 11 "GO:0008567" "obsolete dynein ATPase activity" 0.838829787234042
0 0.422360008869595 3 10 "GO:0008568" "microtubule-severing ATPase activity" 1
0 0.000103962516570823 -1 41 "GO:0008570" "obsolete myosin ATPase activity" 0.0166666666666667
0 0.00105984237852641 3 7 "GO:0008574;GO:1990939" "ATP-dependent microtubule motor activity" 0.111666666666667
0 0.675143458533308 3 21 "GO:0008649;GO:0140102" "catalytic activity, acting on a rRNA" 1
0 0.211941404518657 3 12 "GO:0008650;GO:0016436;GO:0062105;GO:0016435" "rRNA (uridine) methyltransferase activity" 0.995583596214511
0 0.802229456245261 -1 8 "GO:0008717;GO:0004244" "obsolete D-alanyl-D-alanine endopeptidase activity" 1
0 0.144508433971504 2 7 "GO:0008733" "L-arabinose isomerase activity" 0.949411764705882
0 0.00791661661864399 3 13 "GO:0008766;GO:0018169;GO:0070739" "UDP-N-acetylmuramoylalanyl-D-glutamyl-2,6-diaminopimelate-D-alanyl-D-alanine ligase activity" 0.331967213114754
0 0.145678740703243 4 5 "GO:0008798;GO:0008242" "beta-aspartyl-peptidase activity" 0.943604651162791
0 0.289407442834857 3 6 "GO:0008821;GO:0016889;GO:0016894" "endonuclease activity, active with either ribo- or deoxyribonucleic acids and producing 3'-phosphomonoesters" 1
0 0.293592803063528 2 11 "GO:0008874" "gluconate 5-dehydrogenase activity" 1
0 0.583044234907635 5 17 "GO:0008875" "gluconate dehydrogenase activity" 1
0 0.114276869755427 2 8 "GO:0008889" "glycerophosphodiester phosphodiesterase activity" 0.903744493392071
0 0.533153820358248 2 11 "GO:0008898;GO:0047150" "S-adenosylmethionine-homocysteine S-methyltransferase activity" 1
0 0.127289146557166 -1 5 "GO:0008943" "obsolete glyceraldehyde-3-phosphate dehydrogenase activity" 0.936016949152542
0 0.285762533728292 2 12 "GO:0009008" "DNA-methyltransferase activity" 1
0 0.872726475550542 2 23 "GO:0009055" "electron transfer activity" 1
0 0.0572118319468413 4 8 "GO:0009374;GO:0033293;GO:0043177;GO:0031406" "carboxylic acid binding" 0.745283018867924
0 0.360618114875689 3 18 "GO:0009383;GO:0008169;GO:0016434" "C-methyltransferase activity" 1
0 0.427544791324432 4 8 "GO:0009922" "fatty acid elongase activity" 1
0 0.0414800520398399 2 32 "GO:0009975;GO:0016849" "cyclase activity" 0.636785714285714
0 0.492047219648057 3 12 "GO:0009982" "pseudouridine synthase activity" 1
0 0.103952296376813 2 9 "GO:0010181" "FMN binding" 0.89906103286385
0 0.347317803558418 4 49 "GO:0015020" "glucuronosyltransferase activity" 1
0 0.0245071547438058 2 24 "GO:0015036" "disulfide oxidoreductase activity" 0.5715
0 0.000121407495516358 -1 10 "GO:0015072;GO:0015073" "obsolete phosphatidylinositol 3-kinase, class I, catalyst activity" 0.0157894736842105
0 0.00376170511394725 2 1046 "GO:0015075;GO:0015318" "ion transmembrane transporter activity" 0.219565217391304
0 0.290169984734477 4 412 "GO:0015077" "monovalent inorganic cation transmembrane transporter activity" 1
0 0.882399721565086 2 127 "GO:0015078" "proton transmembrane transporter activity" 1
0 0.0298476498814388 2 132 "GO:0015081" "sodium ion transmembrane transporter activity" 0.6
0 0.113023036737601 5 116 "GO:0015085;GO:0072509" "divalent inorganic cation transmembrane transporter activity" 0.900663716814159
0 0.00293418579667446 2 34 "GO:0015101;GO:0015226;GO:0015651" "organic cation transmembrane transporter activity" 0.20609756097561
0 0.212365625832448 2 48 "GO:0015103" "inorganic anion transmembrane transporter activity" 0.991065830721003
0 0.781764181364314 3 34 "GO:0015108" "chloride transmembrane transporter activity" 1
0 0.576203883703133 4 23 "GO:0015171" "amino acid transmembrane transporter activity" 1
0 0.461033117122191 2 9 "GO:0015184;GO:0000099;GO:0015179" "L-cystine transmembrane transporter activity" 1
0 0.547942491307969 4 13 "GO:0015207;GO:0005345;GO:0015205" "adenine transmembrane transporter activity" 1
0 0.53835679376818 3 8 "GO:0015220" "choline transmembrane transporter activity" 1
0 0.322472728521629 3 9 "GO:0015250;GO:0005372" "water channel activity" 1
0 0.00764542272609653 3 546 "GO:0015267;GO:0022803;GO:0005261;GO:0005216" "passive transmembrane transporter activity" 0.3275
0 0.371598765359226 7 6 "GO:0015278;GO:0005217;GO:0099604;GO:0072345" "calcium-release channel activity" 1
0 0.517721517850152 7 17 "GO:0015280" "ligand-gated sodium channel activity" 1
0 0.00759362623795342 3 162 "GO:0015291" "secondary active transmembrane transporter activity" 0.333050847457627
0 0.111024485814324 4 118 "GO:0015294;GO:0015293" "symporter activity" 0.911363636363636
0 0.193263633310936 3 59 "GO:0015295;GO:0005351;GO:0005402;GO:0015144" "carbohydrate transmembrane transporter activity" 0.975657894736842
0 0.0437149466180539 2 36 "GO:0015298;GO:0015297" "antiporter activity" 0.645890410958904
0 0.00674831910569856 4 12 "GO:0015299" "solute:proton antiporter activity" 0.334259259259259
0 0.0394377454444384 3 65 "GO:0015370" "solute:sodium symporter activity" 0.642857142857143
0 0.486552280645208 4 19 "GO:0015378;GO:0015373;GO:0015377;GO:0015296" "anion:sodium symporter activity" 1
0 0.0281513567017805 3 5 "GO:0015385;GO:0005451;GO:0051139" "sodium:proton antiporter activity" 0.601904761904762
0 0.0119849136886464 4 223 "GO:0015399;GO:0042625;GO:0042626" "primary active transmembrane transporter activity" 0.413513513513514
0 0.673410846944647 3 8 "GO:0015450" "P-P-bond-hydrolysis-driven protein transmembrane transporter activity" 1
0 0.396613844612422 2 41 "GO:0015464;GO:0098960" "acetylcholine receptor activity" 1
0 0.0859696040662538 3 7 "GO:0015520;GO:0008493;GO:0015665" "tetracycline transmembrane transporter activity" 0.865364583333333
0 0.000139299539290979 3 26 "GO:0015662" "ion transmembrane transporter activity, phosphorylative mechanism" 0.015
0 0.0158678779641702 2 7 "GO:0015922" "aspartate oxidase activity" 0.448295454545455
0 0.205214783545975 2 13 "GO:0015925" "galactosidase activity" 0.997096774193548
0 0.314093030190852 2 27 "GO:0015929" "hexosaminidase activity" 1
0 0.0395487303528426 2 12 "GO:0015932;GO:1901505" "nucleobase-containing compound transmembrane transporter activity" 0.640671641791045
0 0.0946304504325117 2 14 "GO:0016018;GO:0042277" "peptide binding" 0.873399014778325
0 0.303297919707735 2 7 "GO:0016155" "formyltetrahydrofolate dehydrogenase activity" 1
0 0.700444225686647 2 7 "GO:0016160" "amylase activity" 1
0 0.123555854956785 2 6 "GO:0016165" "linoleate 13S-lipoxygenase activity" 0.933261802575107
0 0.0601292958727721 5 13 "GO:0016175;GO:0050664" "superoxide-generating NAD(P)H oxidase activity" 0.75920245398773
0 0.0334692993401158 2 7 "GO:0016207" "4-coumarate-CoA ligase activity" 0.61875
0 0.0962145404351074 3 5 "GO:0016213" "linoleoyl-CoA desaturase activity" 0.880637254901961
0 0.00243767254578495 2 12 "GO:0016215;GO:0016717" "oxidoreductase activity, acting on paired donors, with oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water" 0.189473684210526
0 0.324150588411401 2 45 "GO:0016251;GO:0140223" "RNA polymerase II general transcription initiation factor activity" 1
0 0.0851396387455914 3 20 "GO:0016262" "protein N-acetylglucosaminyltransferase activity" 0.864921465968586
0 0.0892422506597371 2 32 "GO:0016279;GO:0008276;GO:0016278" "protein methyltransferase activity" 0.867258883248731
0 0.0141618944231226 2 174 "GO:0016298" "lipase activity" 0.431481481481482
0 0.0000282134601263081 2 14 "GO:0016303" "1-phosphatidylinositol-3-kinase activity" 0.00454545454545455
0 0.111094449337634 3 9 "GO:0016314;GO:0034594;GO:0051800;GO:0106017" "phosphatidylinositol-3,4-bisphosphate phosphatase activity" 0.907692307692308
0 0.1809888562403 4 28 "GO:0016405" "CoA-ligase activity" 0.960677966101695
0 0.396435591368755 6 19 "GO:0016406;GO:0016416" "carnitine O-acyltransferase activity" 1
0 0.316403228251497 3 55 "GO:0016407" "acetyltransferase activity" 1
0 0.588294894596584 3 29 "GO:0016408" "C-acyltransferase activity" 1
0 0.115329443402152 3 26 "GO:0016409" "palmitoyltransferase activity" 0.905921052631579
0 0.356888342107805 5 35 "GO:0016411" "acylglycerol O-acyltransferase activity" 1
0 0.480714234306492 2 16 "GO:0016413" "O-acetyltransferase activity" 1
0 0.868999560171439 3 19 "GO:0016417" "S-acyltransferase activity" 1
0 0.796313469149289 4 21 "GO:0016418;GO:0030523;GO:0016751;GO:0004147;GO:0008951;GO:0016412;GO:0016414;GO:0016415;GO:0016419;GO:0016420;GO:0016750;GO:0016752;GO:0016753;GO:0018030;GO:0019107;GO:0018031;GO:0019105;GO:0018711;GO:0018712;GO:0018713;GO:0019186;GO:0019705;GO:0019707;GO:0019706;GO:0046941" "malonyltransferase activity" 1
0 0.0171517764483527 3 11 "GO:0016421;GO:0016885" "ligase activity, forming carbon-carbon bonds" 0.471348314606742
0 0.0113717230099649 6 7 "GO:0016453" "C-acetyltransferase activity" 0.404166666666667
0 0.280406651910255 5 19 "GO:0016454" "C-palmitoyltransferase activity" 1
0 0.686030676678293 2 980 "GO:0016491" "oxidoreductase activity" 1
0 0.0321068954942215 2 15 "GO:0016500" "protein-hormone receptor activity" 0.611111111111111
0 0.744371350743801 -1 11 "GO:0016511" "obsolete endothelin-converting enzyme activity" 1
0 0.718712904426612 -1 13 "GO:0016512" "obsolete endothelin-converting enzyme 1 activity" 1
0 0.487458356351756 -1 5 "GO:0016564" "obsolete transcription repressor activity" 1
0 0.665792857248779 2 7 "GO:0016615;GO:0030060" "malate dehydrogenase activity" 1
0 0.171671958631471 2 183 "GO:0016616;GO:0016614" "oxidoreductase activity, acting on CH-OH group of donors" 0.959507042253521
0 0.550965239484988 2 54 "GO:0016620;GO:0016903" "oxidoreductase activity, acting on the aldehyde or oxo group of donors" 1
0 0.516676622930537 2 13 "GO:0016624" "oxidoreductase activity, acting on the aldehyde or oxo group of donors, disulfide as acceptor" 1
0 0.0404123213274426 3 63 "GO:0016627" "oxidoreductase activity, acting on the CH-CH group of donors" 0.645925925925926
0 0.0340563941436037 2 19 "GO:0016628" "oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor" 0.616803278688525
0 0.300175917812785 4 9 "GO:0016634" "oxidoreductase activity, acting on the CH-CH group of donors, oxygen as acceptor" 1
0 0.0153893968771363 3 41 "GO:0016638;GO:0016641" "oxidoreductase activity, acting on the CH-NH2 group of donors" 0.444117647058824
0 0.201160260137074 2 9 "GO:0016639" "oxidoreductase activity, acting on the CH-NH2 group of donors, NAD or NADP as acceptor" 0.987012987012987
0 0.138348087835239 3 44 "GO:0016645" "oxidoreductase activity, acting on the CH-NH group of donors" 0.938755020080321
0 0.439322478941011 2 22 "GO:0016646" "oxidoreductase activity, acting on the CH-NH group of donors, NAD or NADP as acceptor" 1
0 0.278647895639006 2 14 "GO:0016647" "oxidoreductase activity, acting on the CH-NH group of donors, oxygen as acceptor" 1
0 0.10438872439359 3 86 "GO:0016651" "oxidoreductase activity, acting on NAD(P)H" 0.898130841121495
0 0.177469632052085 2 11 "GO:0016653" "oxidoreductase activity, acting on NAD(P)H, heme protein as acceptor" 0.966262975778547
0 0.380734182170863 2 45 "GO:0016655;GO:0008137;GO:0050136;GO:0003954;GO:0003955" "oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor" 1
0 0.0133648941615177 3 40 "GO:0016667" "oxidoreductase activity, acting on a sulfur group of donors" 0.424050632911392
0 0.164281084153259 2 11 "GO:0016668" "oxidoreductase activity, acting on a sulfur group of donors, NAD(P) as acceptor" 0.967518248175183
0 0.0965511622009877 2 5 "GO:0016670" "oxidoreductase activity, acting on a sulfur group of donors, oxygen as acceptor" 0.879512195121951
0 0.0880102460761619 4 9 "GO:0016671" "oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor" 0.863010204081633
0 0.529374255435684 2 36 "GO:0016702;GO:0016701" "oxidoreductase activity, acting on single donors with incorporation of molecular oxygen" 1
0 0.503652548314369 2 221 "GO:0016705" "oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen" 1
0 0.881682613344416 2 59 "GO:0016706" "2-oxoglutarate-dependent dioxygenase activity" 1
0 0.0128964603291981 2 46 "GO:0016709" "oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen" 0.422077922077922
0 0.00753269078329085 3 5 "GO:0016730" "oxidoreductase activity, acting on iron-sulfur proteins as donors" 0.337931034482759
0 0.682100128598399 2 170 "GO:0016741;GO:0008168;GO:0008757" "transferase activity, transferring one-carbon groups" 1
0 0.346182355020773 3 5 "GO:0016742" "hydroxymethyl-, formyl- and related transferase activity" 1
0 0.92119733227151 2 11 "GO:0016744" "transferase activity, transferring aldehyde or ketonic groups" 1
0 0.509622630654416 2 174 "GO:0016746;GO:0016747" "transferase activity, transferring acyl groups" 1
0 0.828891618677754 3 21 "GO:0016748;GO:0016749" "succinyltransferase activity" 1
0 0.181233498479445 2 8 "GO:0016755;GO:0003810" "transferase activity, transferring amino-acyl groups" 0.958952702702703
0 0.722756588957636 2 240 "GO:0016757;GO:0016758" "transferase activity, transferring glycosyl groups" 1
0 0.843209223196193 3 38 "GO:0016763" "transferase activity, transferring pentosyl groups" 1
0 0.184449461030096 2 53 "GO:0016765" "transferase activity, transferring alkyl or aryl (other than methyl) groups" 0.964765100671141
0 0.356972757882511 2 52 "GO:0016769" "transferase activity, transferring nitrogenous groups" 1
0 0.150053698720874 3 8 "GO:0016775" "phosphotransferase activity, nitrogenous group as acceptor" 0.954980842911877
0 0.0979774771041598 3 25 "GO:0016776" "phosphotransferase activity, phosphate group as acceptor" 0.885679611650485
0 0.162458572614349 3 6 "GO:0016778" "diphosphotransferase activity" 0.970848708487085
0 0.539698231278872 3 168 "GO:0016779" "nucleotidyltransferase activity" 1
0 0.25548762509694 3 14 "GO:0016780" "phosphotransferase activity, for other substituted phosphate groups" 1
0 0.319367327479535 3 7 "GO:0016783" "sulfurtransferase activity" 1
0 0.00225686205825354 3 846 "GO:0016788" "hydrolase activity, acting on ester bonds" 0.17972972972973
0 0.215618765688864 2 12 "GO:0016790" "thiolester hydrolase activity" 0.989009287925697
0 0.0694244755405014 2 385 "GO:0016791;GO:0042578" "phosphoric ester hydrolase activity" 0.784943181818182
0 0.000777347358433209 4 60 "GO:0016796" "exonuclease activity, active with either ribo- or deoxyribonucleic acids and producing 5'-phosphomonoesters" 0.0962962962962963
0 0.934168074549159 4 15 "GO:0016799" "hydrolase activity, hydrolyzing N-glycosyl compounds" 1
0 0.513619369051672 2 20 "GO:0016801" "hydrolase activity, acting on ether bonds" 1
0 0.364674658946149 3 96 "GO:0016810" "hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds" 1
0 0.367398024022648 4 65 "GO:0016811" "hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides" 1
0 0.0312385388767615 2 5 "GO:0016812" "hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amides" 0.609649122807018
0 0.481552763189757 2 9 "GO:0016813" "hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amidines" 1
0 0.810597777026947 3 10 "GO:0016823;GO:0016822" "hydrolase activity, acting on acid carbon-carbon bonds, in ketonic substances" 1
0 0.0000331671934151963 2 195 "GO:0016829" "lyase activity" 0.00416666666666667
0 0.0030979162294374 2 62 "GO:0016830" "carbon-carbon lyase activity" 0.208333333333333
0 0.145237389714598 2 36 "GO:0016831" "carboxy-lyase activity" 0.944941634241245
0 0.0181838737675603 3 7 "GO:0016832" "aldehyde-lyase activity" 0.486111111111111
0 0.611934783330378 3 5 "GO:0016833" "oxo-acid-lyase activity" 1
0 0.00264756718822309 3 80 "GO:0016836;GO:0016835" "carbon-oxygen lyase activity" 0.19375
0 0.661668638962211 4 8 "GO:0016838" "carbon-oxygen lyase activity, acting on phosphates" 1
0 0.332903052141879 2 10 "GO:0016840" "carbon-nitrogen lyase activity" 1
0 0.305970760181107 4 6 "GO:0016841" "ammonia-lyase activity" 1
0 0.264274959666258 3 15 "GO:0016846" "carbon-sulfur lyase activity" 1
0 0.468311398469208 2 8 "GO:0016847" "1-aminocyclopropane-1-carboxylate synthase activity" 1
0 0.463391023351858 2 190 "GO:0016853" "isomerase activity" 1
0 0.0765982440195222 2 42 "GO:0016854" "racemase and epimerase activity" 0.828846153846154
0 0.232995712872135 3 15 "GO:0016855" "racemase and epimerase activity, acting on amino acids and derivatives" 1
0 0.0508284347003934 3 24 "GO:0016857" "racemase and epimerase activity, acting on carbohydrates and derivatives" 0.704575163398693
0 0.567767350685507 2 73 "GO:0016860" "intramolecular oxidoreductase activity" 1
0 0.224017123384968 4 20 "GO:0016861" "intramolecular oxidoreductase activity, interconverting aldoses and ketoses" 0.995454545454545
0 0.876642929896548 2 19 "GO:0016863" "intramolecular oxidoreductase activity, transposing C=C bonds" 1
0 0.535757581317093 2 26 "GO:0016866" "intramolecular transferase activity" 1
0 0.631077695651016 3 11 "GO:0016868" "intramolecular transferase activity, phosphotransferases" 1
0 0.555200116137965 2 229 "GO:0016874" "ligase activity" 1
0 0.078029348168229 2 40 "GO:0016877;GO:0016878" "ligase activity, forming carbon-sulfur bonds" 0.826756756756757
0 0.184852960793341 3 70 "GO:0016879" "ligase activity, forming carbon-nitrogen bonds" 0.962541806020067
0 0.153656531000494 2 40 "GO:0016881" "acid-amino acid ligase activity" 0.950563909774436
0 0.552067115371322 4 14 "GO:0016884" "carbon-nitrogen ligase activity, with glutamine as amido-N-donor" 1
0 0.270224146927977 2 17 "GO:0016886" "ligase activity, forming phosphoric ester bonds" 1
0 0.0000000169639810563335 2 368 "GO:0016887" "ATPase activity" 0
0 0.395174931677997 2 33 "GO:0016891;GO:0004521;GO:0016893" "endonuclease activity, active with either ribo- or deoxyribonucleic acids and producing 5'-phosphomonoesters" 1
0 0.0000522398907509377 4 43 "GO:0016895;GO:0004529;GO:0008853" "exodeoxyribonuclease activity" 0.0142857142857143
0 0.0306276556829619 2 16 "GO:0016899" "oxidoreductase activity, acting on the CH-OH group of donors, oxygen as acceptor" 0.60353982300885
0 0.498278447698771 2 11 "GO:0016905" "myosin heavy chain kinase activity" 1
